StartChargeSeq,TradeFlowNo,ConnectorID,StartTime,EndTime,TotalPower,TotalElecMoney,OriginSeviceMoney,TotalSeviceMoney,TotalMoney,StopReason,SumPeriod,ChargeDetails
341803223202308020620330001	,61406900000001290023080221722761	,6140690000000129001	,2023-08-02 06:20:33	,2023-08-02 07:00:19	,11.1400,2.4800,4.4600,4.4600,6.9400,,0,[],
341803223202308020647480001	,12426900000070260123080204017847	,1242690000007026001	,2023-08-02 06:47:49	,2023-08-02 07:01:11	,4.5400,1.9100,1.5900,1.5900,3.5000,,0,[],
341803223202308020620560001	,12426900000070530123080208405827	,1242690000007053001	,2023-08-02 06:20:57	,2023-08-02 07:01:13	,30.0200,11.9500,9.0100,9.0100,20.9600,,0,[],
341803223202308020638370001	,12426900000023010023080243106091	,1242690000002301001	,2023-08-02 06:38:29	,2023-08-02 07:07:41	,19.6600,9.4700,7.8600,7.8600,17.3300,,0,[],
341803223202308020642490001	,33401900000002900023080244435243	,3340190000000290001	,2023-08-02 06:42:51	,2023-08-02 07:12:58	,10.3500,7.0400,1.0400,1.0400,8.0800,,0,[],
341803223202308020709300001	,08705020101100000001474702169093137081	,011121731000014747002	,2023-08-02 07:09:35	,2023-08-02 07:19:58	,9.0000,6.5000,3.2400,3.2400,9.7400,,0,[],
341803223202308020647430001	,71412900000000760023080228967835	,7141290000000076001	,2023-08-02 06:46:13	,2023-08-02 07:21:45	,26.1900,10.2800,8.3800,8.3800,18.6600,,0,[],
341803223202308020654290001	,88701900000020140223080214411230	,8870190000002014002	,2023-08-02 06:54:30	,2023-08-02 07:23:33	,25.2200,9.0100,6.3100,6.3100,15.3200,,0,[],
341803223202308020649260001	,37402900000004920223080290841049	,3740290000000492002	,2023-08-02 06:49:27	,2023-08-02 07:24:16	,22.4400,8.0200,3.3700,3.3700,11.3900,,0,[],
341803223202308020711300001	,32405900000001520023080224246653	,3240590000000152001	,2023-08-02 07:11:40	,2023-08-02 07:29:07	,12.5500,8.3700,5.6500,5.6500,14.0200,,0,[],
341803223202308020619500001	,08705020101100000002761801169092839183	,011071421000027618001	,2023-08-02 06:20:00	,2023-08-02 07:33:55	,20.2030,9.5000,5.0500,5.0500,14.5500,,0,[],
341803223202308020713510001	,35402900000002480023080231477968	,3540290000000248001	,2023-08-02 07:13:38	,2023-08-02 07:37:13	,16.3400,6.4100,6.0500,6.0500,12.4600,,0,[],
341803223202308020248450001	,33405900000004250023080270174699	,3340590000000425001	,2023-08-02 02:48:58	,2023-08-02 07:57:55	,27.7100,8.7600,5.1000,5.1000,13.8600,,0,[],
341803223202308020821040001	,50401900100228330023080202265972	,5040190010022833001	,2023-08-02 08:21:22	,2023-08-02 08:22:15	,0.0000,0.0000,0.0000,0.0000,0.0000,,0,[],
341803223202308020822370001	,50401900100228330023080202278798	,5040190010022833001	,2023-08-02 08:22:55	,2023-08-02 08:22:59	,0.0000,0.0000,0.0000,0.0000,0.0000,,0,[],
341803223202308020817440001	,11402900000019670023080235533547	,1140290000001967001	,2023-08-02 08:19:29	,2023-08-02 08:27:14	,3.4400,2.3800,2.7500,2.7500,5.1300,,0,[],
341803223202308020825060001	,11402900000208340123080243397135	,1140290000020834001	,2023-08-02 08:25:07	,2023-08-02 08:55:19	,33.2700,23.0600,26.6200,26.6200,49.6800,,0,[],
